,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,icon,id,name,opening_hours.open_now,photos,place_id,plus_code.compound_code,plus_code.global_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity
0,52.5107387,13.4563744,52.51207257989272,13.45781262989272,52.50937292010727,13.45511297010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,66a572f68de61493450765e0eb4810e94653bd56,Döner Dach,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108052476273556104422/photos"">James Zirkelbach</a>'], 'photo_reference': 'CmRaAAAARVK_3ygdqXDNGI1gI0JvF3SQkguBP1_jT5LbtkgQako4WcBbCg2v3gapbZEI2Jct21HuOHGon19z9wqZOXlCV92aFz3c1LIqqEeuRxaWHjTsq7P1N-2BFMoOYY1m60mmEhCQZB-cJ_QRDWveQnXZ-HFbGhRXYpd1snEmDeKMGyyqZZwOF30_ow', 'width': 4032}]",ChIJDdqwpV5OqEcRan3k1DLCzpw,"GF64+7G Berlin, Germany",9F4MGF64+7G,1.0,4.4,ChIJDdqwpV5OqEcRan3k1DLCzpw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",301,"Simon-Dach-Straße 11, Berlin"
1,52.5100566,13.4510931,52.51141762989273,13.45251642989273,52.50871797010728,13.44981677010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ad96aade1b9993835314e4f86d299325fcc2f76a,Mustafa’s Gemüse Döner,False,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112599029284125728569/photos"">sophie jang</a>'], 'photo_reference': 'CmRaAAAAf9XJxKn0YGa0ybZ9S1HPSf17GeZ9_sEfrwNF7RJTFrbB_gpAVhXGR1N0miINCJaMEnz1L-xrpBq5pOkJmhav-7PGpNcSWyXPGOp_ertsqodl0FJYbcgXR5B7mW4YHk_dEhCASDhHcFjbTRk79sR1HE3kGhR_uBku-lS9nXVOj16sJDKPdb6Egg', 'width': 3024}]",ChIJGXM74lhOqEcRthzRUGsJaYA,"GF62+2C Berlin, Germany",9F4MGF62+2C,1.0,4.5,ChIJGXM74lhOqEcRthzRUGsJaYA,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",870,"Warschauer Str. 27A, Berlin"
2,52.50655,13.38978,52.50795657989272,13.39111722989272,52.50525692010728,13.38841757010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,03bd866df341efcf6d2f369f8a800441179f39cd,Pizza Point - Döner Kebap,True,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106663665514624486528/photos"">Alex Latunov</a>'], 'photo_reference': 'CmRaAAAAK7fpJf-cCXhJye1BeCIyDHkmIT3dKZZAkU0p47JzY_VjwOsUIQtL_KhrA2WYRBJraIJ8ujIMlAYNmsVvbxbROOGtJnr_1Ytdavqieu6LQmTexLLk_iXgh0lejyl7l51lEhBx2sBWDYmItF6OjbrWalF0GhTSxiSUVKjXf9K3tV_GsgjFie253w', 'width': 3264}]",ChIJ3yVf3tNRqEcRxDjBLrHM7J0,"G94Q+JW Berlin, Germany",9F4MG94Q+JW,,3.3,ChIJ3yVf3tNRqEcRxDjBLrHM7J0,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",105,"Kochstraße 14, Berlin"
3,52.49889690000001,13.421811,52.50031557989272,13.42316052989272,52.49761592010728,13.42046087010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6e1009c2b4457dbb9e13b21c79349f29e5297d80,Tekbir Döner,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114664688131501667559/photos"">Selami Ergüno</a>'], 'photo_reference': 'CmRaAAAA3rQiwm32kDvDBdsxjDZRoSSdYbNEbrPV5mv_h0Lk0Xtq9FN0EQw3H0WzjmWNnXdzkp3L_fAasNpLrCQxN2pMoLDjFJd2XHjQ7VT0GloNlkCy5X9o43LqY7H_U9UhJfMIEhBBSLBqwFSMSttidtVhBtQGGhRXO1tT7IFPSbbKLTM_FGDGsOOZCQ', 'width': 4032}]",ChIJO4M6wjROqEcRaoDI3hlAZxM,"FCXC+HP Berlin, Germany",9F4MFCXC+HP,1.0,4.3,ChIJO4M6wjROqEcRaoDI3hlAZxM,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",113,"Skalitzer Str. 23, Berlin"
4,52.4659493,13.3852536,52.46729902989271,13.38673147989272,52.46459937010727,13.38403182010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,c2164487dcb3a84d3f9b9e155c7314f56931f95f,Balli,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112697610386358310141/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAni7jypsjMctmsqqFKtkQxMAwRGeZOsEYQ9-aetcOe5z63qsYL9CjB2RmeWTRokl2gH_ulM-Ib5K3ZuLCM5t85t0z50KmtVBZvXrMGR3dkbrbC2XJ7ngwDeQXZYSktUpUEhC3EVl0jpM0YoXsEzbjDALIGhQQs2VvAHZMsxi1fUQdnJ0r8DeDdw', 'width': 4032}]",ChIJLyolXfxPqEcRuVHXa-4Gfxo,"F98P+94 Berlin, Germany",9F4MF98P+94,1.0,4.2,ChIJLyolXfxPqEcRuVHXa-4Gfxo,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",558,"Alt-Tempelhof 21, Berlin"
5,52.522989,13.4119667,52.52427512989272,13.41324037989272,52.52157547010727,13.41054072010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d102b71b13b0a2b9ab9cffa48bbb8259a7fbcbb6,Döner Inn,,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111311740454553954937/photos"">eglifish</a>'], 'photo_reference': 'CmRaAAAAgm7G863GzqFpVsKhkp4inyW4VNpZtPtWXZpFYGIw8LVYQT8z98nBEf75YwH4kMI7fSr6dYg8EPq17jVN8gWveIo_0NxZVEmcMYWsNOKhkOULjqJQw_rDNULjQz1f3PikEhAgw4kcSIC_aZ37ep6UiCeJGhRXmaJ8TFUkdR73CyFqhNPpCSxLtA', 'width': 2988}]",ChIJqf4XAR9OqEcRMIHAhTrtDHE,"GCF6+5Q Berlin, Germany",9F4MGCF6+5Q,,2.0,ChIJqf4XAR9OqEcRMIHAhTrtDHE,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",101,"Alexanderpl. 8, Berlin"
6,52.5202922,13.388084,52.52139972989273,13.38925157989272,52.51870007010729,13.38655192010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,159e5c96f92b785d30a1cd849e8082fb7817233f,Pergamon Döner,True,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107409371955981549472/photos"">Inna Mössinger</a>'], 'photo_reference': 'CmRaAAAAaMad6gSvMv_CQfnE3fa4Nsd8n_8O8iNT5kwhCPDgOA_jTuXeRIU5mQnHrRyKzFng8bcgND3k5KpiWp_P91-Omf9gn5SmDSoCjsrqVGY3O-yqUXV_ONz5GP6-uQjpWYw5EhAKBNdvnzlxWHeBhS8jD4aqGhRwkSGeIpS2lsj9ZQqd3vHzJeHXLQ', 'width': 2880}]",ChIJJyRIGsNRqEcRQcH-YZCrZbA,"G9CQ+46 Berlin, Germany",9F4MG9CQ+46,1.0,3.4,ChIJJyRIGsNRqEcRQcH-YZCrZbA,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",90,"Friedrichstraße 142, Berlin"
7,52.4749091,13.4534282,52.47629412989271,13.45482487989272,52.47359447010727,13.45212522010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a1e6d4f3d2a791ee5df00ec9c74fafe2b31855b9,KING DÖNER,False,"[{'height': 3492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102583442170142029449/photos"">Andreas Eggerer</a>'], 'photo_reference': 'CmRaAAAATBnr8QfOu7Zu7MYsg17X9mrotTIgBxYG8e7l5Yy3tJH4dFl6oXcgx50ZD8bJSOZK55YJou8q-pyXfDS-v8r5HmsDppmJuI3u2iZ9IC48Jbqe-gfwYPtxgYaZJKn3KPZaEhC9HFbzIm0dsJ_bHJUAMxQBGhQqA6cUf8ET_J4Kkf1biUomEOaoOQ', 'width': 4656}]",ChIJ3cEMfwtPqEcRmO8V9wO4klA,"FFF3+X9 Berlin, Germany",9F4MFFF3+X9,1.0,4.2,ChIJ3cEMfwtPqEcRmO8V9wO4klA,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",100,"Sonnenallee 202, Berlin"
8,52.52523129999999,13.3694103,52.52658112989271,13.37076012989272,52.52388147010727,13.36806047010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,c4fdf40ad3d0606871c0b586f718dea56b37e627,Fatih Servet Döner,True,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113628107906531136730/photos"">Dee</a>'], 'photo_reference': 'CmRaAAAA3QT55967Ea9H1EQeeYHY7euXX3wm2Q73t-YnvnDTDp_N3ppQv0hL5l0TAfoJf30OK61_HK3FrdCFxHJ8KnMK3QPWf0KR6aYFAVr39ILg0BeOGAU6u3a2bWDH_F5A9gh9EhDJUNqQxud7k0kx-2Zc-L9IGhQn1nJotCGZLreG4IlwDTcvhm-Zvw', 'width': 2048}]",ChIJx7BFApZRqEcRwhIcNsm5O3U,"G9G9+3Q Berlin, Germany",9F4MG9G9+3Q,,3.6,ChIJx7BFApZRqEcRwhIcNsm5O3U,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",132,"Berlin Hauptbahnhof, Hauptbahnhof Europaplatz 1, Berlin"
9,52.5104936,13.3963409,52.51201052989272,13.39766827989272,52.50931087010727,13.39496862010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fab35ef9c5c0a93c4931f108dca30a159b671b35,Döner Point,False,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110768406533424705326/photos"">Arne Feske</a>'], 'photo_reference': 'CmRaAAAAQaho3WinYNF11dHAQ5uLBrKe-QSIpvuzBykLuZ61NNC24XvfTDEhCwi4CPCCdjXzgksaJTvXnVZXXRC-hRd0CC1ECrY9TypS_uswhnChOaC25qN00l5gIPAnn6LPsCDrEhC5245zvcFLryQSD1b8vc1sGhTU9yyDqV-5NNtJSXNoxHbHP0SukQ', 'width': 2340}]",ChIJQbQVbtdRqEcRYfv71EaVZ38,"G96W+5G Berlin, Germany",9F4MG96W+5G,1.0,3.5,ChIJQbQVbtdRqEcRYfv71EaVZ38,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",62,"Leipziger Str. 45, Berlin"
10,52.47816479999999,13.4383468,52.47948652989272,13.43960087989272,52.47678687010727,13.43690122010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,92ff711e4d57547977852d9114a0b8c8dfe68e70,Döner 44,False,"[{'height': 3272, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100644759471797425082/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAevR7JzSjh61fxVlOuQIaN2lvjtdL2WlWxU_-zLeJ0MYg3ya5ZVuIHFB6xPrNDd8emvq3VEp1zjDEma6nUTBqZ_9cv2eiWIBpSpl4MQJ5HeVVNol3s7v8zwLonmgg6M_LEhDn7bu61rMMC7BeR47lPpylGhQS9u9v5Y8g4g-NGhUJIXkF4O3v-g', 'width': 5184}]",ChIJcbEQ6qNPqEcR9N4Vp9-AK28,"FCHQ+78 Berlin, Germany",9F4MFCHQ+78,1.0,4.6,ChIJcbEQ6qNPqEcR9N4Vp9-AK28,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",152,"Karl-Marx-Straße 119, Berlin"
11,52.4927696,13.3865594,52.49423057989272,13.38796067989272,52.49153092010727,13.38526102010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,61ecaf7f65f9c284abf6429ab49ecebe4dd36c8a,Yorck's Döner Kebap Allin,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113644446894619252107/photos"">George Oprea</a>'], 'photo_reference': 'CmRaAAAAoDMrFDC8BMg14ZPAnH001SIRWN9QNt1TLIP3kVZyj1hWpuGY4Bm1Bu6XXeiGdNVlFraBXu1f76kN2XHMUL6xhzCWnGOZI_JJwIXxwiXsA8Nz4Ame21vhMEvJ2g9JwF_NEhCxGr99UgapciQcCoi-IiZyGhTrcaJDXpwtt_jPE9ASrC3nUdU8wA', 'width': 4032}]",ChIJD7kXxChQqEcRqH3WhfMlgYE,"F9VP+4J Berlin, Germany",9F4MF9VP+4J,1.0,4.0,ChIJD7kXxChQqEcRqH3WhfMlgYE,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",363,"Yorckstraße 89A, Berlin"
12,52.5083894,13.4511749,52.50978127989273,13.45242777989272,52.50708162010729,13.44972812010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,60e28b992b8db64d261a20b580486515cb4074fb,Saray - Döner Kebab,True,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117621148430393800811/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAquJa50J9N5AZ9PgVL2ZUm8Q9-daKeye7XsP80xo0ao7Rgg1mC1NArWCJtFy5orOw5MG3wK4V49l2tSxXOV5rOvxfntvuSpvo5tFiUqHlA6jXow1BMDMhSOFpR-n1MiQwEhAF2yby_ecfPXDI8plKSesNGhRMZ6l2W0Ea2QTUJwwvX6whYyjOHA', 'width': 1536}]",ChIJm_77qFtOqEcRspaSY1FOb6U,"GF52+9F Berlin, Germany",9F4MGF52+9F,1.0,3.1,ChIJm_77qFtOqEcRspaSY1FOb6U,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",105,"Warschauer Str. 54, Berlin"
13,52.4548713,13.3837233,52.45622292989272,13.38522582989272,52.45352327010728,13.38252617010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8a605a32ecb2b56238b6ea153fc7bc042f5b81b6,Hafen-Döner,True,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105455567832525213711/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAZAXGi6elAln7fHEDIu1X505mr8G3uzj4j3hzNVE7eOXQrllH77YQpruDfQpdw9EpBQC4r_aDOv61Ya1KYLc5GqOfZolx4V5vudrLpVoMg3K2XIvp3z9CprmPr42iQh15EhCdA_6jIGkOBxHTflJel2DeGhTVVZ7p660wheQMSOesl59NaTC9Tg', 'width': 4128}]",ChIJLV2ZlFZFqEcRIzI7ZL-cZV8,"F93M+WF Berlin, Germany",9F4MF93M+WF,,3.9,ChIJLV2ZlFZFqEcRIzI7ZL-cZV8,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",80,"Tempelhofer Damm 232, Berlin"
14,52.4861309,13.4252457,52.48744057989273,13.42654407989272,52.48474092010728,13.42384442010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8b8bfdab1375d32ed62422295804d76c3fb0d3b5,Hazar Kebab - Döner,True,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102430877966078861597/photos"">Clau Zone</a>'], 'photo_reference': 'CmRaAAAAUBSRKRsoVl2FdHNaQz9JU6txySGD_WMZ9wxhcp78e6j45FL474FK7ACJWYP8GpOqjHMMnx3ZefhqvCLnAO6Nl7aWaoJSEPRrL2EYTCscvUKB_zkCCcRw0RGCkJzch75VEhAE-pcf_mEOfDTXbFLleViKGhSgBQZnGcgYxQ1KfaSMAPCvNRK8Yg', 'width': 3024}]",ChIJLTpE17lPqEcR4NQiAE_2V4Q,"FCPG+F3 Berlin, Germany",9F4MFCPG+F3,,4.6,ChIJLTpE17lPqEcR4NQiAE_2V4Q,GOOGLE,"['restaurant', 'meal_takeaway', 'point_of_interest', 'food', 'school', 'establishment']",17,"Karl-Marx-Straße 5, Berlin"
15,52.5205379,13.412824,52.52188772989273,13.41417382989272,52.51918807010728,13.41147417010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8974e9d9cbc3458fc40132f499568dfd69fdb160,Döner Curry,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111387682167067386643/photos"">silasudb</a>'], 'photo_reference': 'CmRaAAAA99WGanwPGi_jkIDhgYtMT3W-NInjzdJLP43l4aEzH_IKkjtFCfFwaRv-OtLrg9IXi4r9PFHnaq-67y1IG-T2izSwvGb2hQUwvgL8UU18Y9Ss0nUWQo0rqUXppr_9M1AbEhDWc9mdaV33qEFIEwrAU7UzGhRqyIbz2LzAtW91PznmuDxFWw9VlA', 'width': 1458}]",ChIJB9wwXx9OqEcRf6kSmGdGcnk,"GCC7+64 Berlin, Germany",9F4MGCC7+64,,3.4,ChIJB9wwXx9OqEcRf6kSmGdGcnk,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",84,"Dircksenstraße 142, Berlin"
16,52.5203049,13.3880322,52.52165557989272,13.38946842989272,52.51895592010727,13.38676877010728,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3de84900a80ac6cddb043e08099eaaa796bd47cd,Döner Kebap,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114132889429616897475/photos"">손동현</a>'], 'photo_reference': 'CmRaAAAAkjjm0Y8YbyKhGDhxgIZyQugHeTG0m14IF1Is_mam5x1hD-IdzR_z5j4umyYuATv-60m0sQN_vV21EseD5rKTxDUMG1yxcCAYniSK-sZFo5qDj9T2DwiPsvA8T-C-cxDEEhDQl-SmRmd0jI3576AdJEUeGhRg7XTqB99dOw15JsEY5GTUGJyXNQ', 'width': 3024}]",ChIJn9evHMNRqEcRQYNO1XUpylw,"G9CQ+46 Berlin, Germany",9F4MG9CQ+46,,3.8,ChIJn9evHMNRqEcRQYNO1XUpylw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",80,"Friedrichstraße 102, Berlin"
